,title,vector,cluster
20,child,"[ 0.82874    0.6532     0.21923    0.0717    -0.23171    0.97645
 -0.34706    0.31963    0.14181    0.024869  -0.47123    0.34852
 -0.134      0.87653    0.69325   -0.041989   0.42874    0.13334
 -0.77845    0.75436   -0.45737   -0.52901    0.52906    0.39511
  0.4664     0.34601   -0.28864   -1.1757    -0.45445    0.76392
  0.34922    0.30733    0.84628    0.24194   -0.1036    -0.40547
 -0.45606    0.19069    0.35416    0.059417  -0.35201    0.71832
  0.060838  -0.5696    -0.29474    0.038052  -0.4512    -0.20974
 -0.071926  -0.38012    0.083305  -0.63712   -0.39907    1.1804
  0.069299  -1.7883    -0.48282   -0.53051    1.5602     0.017055
  0.70171    0.75272   -0.099936  -0.62093    0.8435     0.22257
  0.36815   -0.0020923  0.43609    0.049707   0.31727   -0.43431
 -0.24057    0.25131    0.60373    0.77563   -0.33724   -0.29189
 -0.73474   -0.58343    0.20436    0.72745    0.58385    0.12395
 -2.0272    -0.62451    0.017663  -0.50051   -0.36535   -0.70185
 -0.031581  -0.24734    0.94094   -0.066027  -0.15114   -0.031325
 -0.44284   -0.45324    0.41768   -0.93     ]",4
21,cpr,"[ 0.33029    0.071229   0.20317    0.35571   -0.37666   -0.13815
 -0.54749    0.28121    0.22031   -0.55988    1.0472     1.0339
 -0.030345   1.2343     0.0097289  0.016503   0.11934   -0.24968
  0.16499   -0.52158    0.12219   -0.11872   -0.34275   -0.071113
 -1.1021    -0.050313  -0.88309   -0.60193    0.025903   0.36566
 -0.56053    0.57577   -0.33852    0.67983    0.047001  -0.21693
 -0.75301    0.17563    0.6799    -0.2972     0.36896    0.37241
 -0.42444   -0.16822   -0.1097     0.46355   -0.31362   -0.96716
 -0.057625  -0.1069    -1.2301     1.4502     0.21945    0.0048703
 -0.040813   0.090665   0.045908  -0.75086    0.35132   -0.01453
 -0.033972   0.53534    0.036881   0.44707   -0.81199    0.22097
 -0.8644    -0.24283    0.73374    0.5883    -1.2211    -0.26636
  0.42056   -0.037314   0.28019   -0.40286   -0.29158    0.36215
 -0.21823   -1.6393    -0.26419   -0.55208    0.29252    0.82778
 -0.96199    0.58941    0.38382    0.19296   -0.43186    0.20939
  1.0241    -0.5647    -0.33813    0.13375    0.01808   -0.57443
  0.80771   -0.53237    0.065202   0.35684  ]",0
22,collapsed,"[ 1.0712     0.25536   -0.070704   0.50776   -0.18558   -0.065689
 -0.16261    0.21498    0.87379    0.12069    1.2333     0.69114
  0.7813     0.42022   -0.15904   -0.51304   -0.75392    0.040093
 -0.23951   -0.7661    -0.073945   0.65682    0.43863    0.056175
  0.51577   -0.5123    -0.85996    0.16024   -0.16231    0.11048
  0.96046    0.031595   0.014071  -0.20187   -0.67779   -0.63308
  0.61081   -0.37103   -0.12162   -0.085756  -0.31312   -0.022884
  0.18119   -0.096053   0.77252    0.40142    0.11501    0.90261
  0.49706   -0.19406   -0.60884   -0.56985    0.19602    0.92597
  0.1024    -1.8547    -0.65688   -0.13683    1.0685     1.3825
 -0.26627    0.20345    0.010586   0.38525   -0.21125    0.118
  0.26875    0.086368  -0.18009   -0.8046    -0.11444    0.031491
 -0.12962    0.032706   0.0090723 -0.30203   -0.078403   0.56614
 -0.68243    0.60724    0.77641    0.57669   -0.026997   0.0088465
  0.078179  -0.095493  -0.19177    0.026901  -0.93082    0.31723
  1.2003    -0.35393   -0.58141    1.0917    -0.42212    0.52164
  0.5057     0.20581    0.53753   -0.26002  ]",3
23,condition,"[-0.094329 -0.24946   0.49344   0.69646  -1.0074    0.062267  0.18783
  0.13771   0.57113   0.41212  -0.37918   0.60582   1.3754   -0.087222
 -0.065337  0.019384 -0.079015 -1.0113    0.02494  -0.18806  -0.4367
 -0.49117  -0.6625   -0.047053 -0.13248   0.14632  -0.046106 -1.0395
 -0.078282  0.48164   0.24114   0.086628 -0.56436   0.1983    0.16026
  0.60816   0.30119   0.51665  -0.014922  0.26872  -0.31921   0.1478
  0.71878  -0.086043  0.10287   0.18299   0.062183  0.10084  -0.73004
 -0.60328   1.0648   -0.31139   0.58368   1.0209    0.56805  -1.7689
 -0.42473  -0.58065   1.0148    1.3476   -0.24114   0.41694  -0.49357
 -0.3537    0.625    -0.081697  0.20397  -0.10945   0.11228  -0.2543
 -0.88734  -0.33459   0.39017  -0.24514   1.3662    0.22584   0.055625
  0.15464  -0.7404   -0.41878   0.58117   0.048446 -0.18164   0.34092
 -1.2445    0.42971   0.28435   0.080724 -0.70213   0.24446   0.41303
 -0.68582   0.06406   0.47652  -0.55547   1.1643    0.46963  -0.65325
  0.24516  -0.36625 ]",3
24,bij,"[-0.49702   -1.1078    -0.51884    0.7222    -0.10776   -0.17195
 -0.39416    0.016255   0.72107   -0.19805    0.1648    -0.14725
  0.087883  -0.026437   0.044677  -0.24194   -0.33188    0.46847
  0.97709   -0.17752    0.57757    0.70081   -0.5444    -0.11862
 -0.1367     0.0023564 -0.14123    0.33872    0.3595    -0.34934
 -0.067772  -0.56789    0.4236    -0.43539    0.26443    0.42445
 -0.3845    -0.25793   -0.38151   -0.43047    0.355     -0.066109
 -0.42596   -0.064833  -0.26256   -0.15796   -0.41112    0.45155
 -0.62591    0.57707   -0.18338    0.18497   -0.40688   -0.87247
 -0.75119    0.36138    0.06413    0.31484   -0.93821   -0.10108
  0.17353   -0.071035   0.33982   -0.34798   -0.024604   0.10528
  0.050105  -0.599     -0.18245   -0.053948   0.2286     0.86137
  0.30063   -0.22171    0.053229   0.28602    0.21777   -0.41179
 -0.54897    0.20982   -0.25822   -1.0287     0.079849  -0.24897
  0.44736   -0.16535   -0.66921   -0.026026  -0.061288  -0.011119
 -0.048317   0.023448   0.72824   -0.12031    0.61151   -0.092674
  0.17567   -0.15522   -0.10267   -0.3579   ]",0
25,aus,"[-5.6012e-01 -4.7609e-01  6.6130e-01 -1.6085e+00 -8.6092e-01 -1.3877e-01
 -1.1718e-01  8.5459e-01 -1.4704e+00 -3.1150e-01  9.3750e-02 -4.5217e-02
 -8.5071e-01  1.1879e+00  5.2409e-01  1.0442e+00  7.5825e-01 -5.5371e-02
 -6.4766e-01  6.9891e-01  1.4375e+00 -2.6575e-02 -1.6183e-01  1.2672e+00
  1.2103e+00  9.0937e-01  1.4377e+00  1.2311e-01  5.2194e-01 -1.0242e-02
 -1.0219e+00  2.7986e-01 -3.4517e-01 -1.4598e-01  3.9866e-01 -4.3146e-01
  4.0313e-02  7.1407e-01  4.6610e-01  4.1051e-01 -2.2338e-01 -5.5449e-01
 -6.0345e-01  2.8797e-01 -7.7057e-02 -1.1857e+00 -5.2481e-02  4.1312e-01
 -4.3108e-01 -4.2005e-01  1.2965e-03  2.0443e-01 -2.1116e-01 -6.4453e-01
 -7.3641e-01 -4.3583e-01  2.5651e-01  2.6878e-01 -1.8587e-01 -1.4777e-01
  1.0516e+00 -6.4439e-01 -6.1083e-01  3.9933e-01  3.6187e-01  4.8497e-01
 -1.3958e-02 -2.4830e-01 -1.0742e-02  6.3177e-01  6.5928e-02  9.5694e-01
 -7.2463e-01 -4.5847e-01 -3.1642e-01 -1.2224e+00  1.1157e+00  4.5484e-01
  4.9891e-01 -3.2602e-01  5.2664e-01 -7.4757e-01  5.5562e-01  3.0757e-01
  5.9876e-01  1.2550e-01  1.3153e-01 -4.0726e-02  7.1835e-02  1.1111e+00
 -9.1637e-02 -7.7127e-01  1.4487e+00  1.3047e-01  3.6505e-01  2.5717e-01
  8.5136e-02  1.5527e-01 -2.3734e-01 -8.5470e-01]",0
26,bruder,"[ 0.33939    0.42962   -0.56389   -0.51462    0.40293    0.8426
 -0.13212   -0.29181   -0.20363   -0.34627   -0.19301    0.19343
 -0.54952    0.48859   -0.15672    0.28175   -0.096207   0.67985
 -0.98789    0.56267    0.060819  -0.56278    0.58291    0.13088
 -0.21182   -0.48888    0.043357  -0.079586  -0.22707   -0.0060914
  0.014196  -0.29553   -0.25326   -0.34242    0.38935   -0.048107
  0.54811   -0.16206    0.69103    0.040844   0.61704    0.013955
  0.2201     0.93353   -0.81272    1.0525     0.20994   -0.5102
  0.1404     0.64469   -0.17117   -0.09439   -0.97826   -0.0098547
 -0.24493    0.74092    0.26189   -0.45992   -1.1598     0.37947
  0.21459   -0.13276    0.12366    0.5386    -0.83475   -0.76176
  0.35559    0.69233   -0.68375   -0.20299   -0.76718   -0.2513
  0.2795    -0.42952    0.35343   -1.0039     0.25658    0.20013
 -0.17293   -0.53654    0.39328    0.14499    0.034313   0.092457
 -0.081362  -1.2088     0.66767   -0.1043    -0.014816   0.16685
 -0.0038044  0.044737   0.12828   -0.14005    0.81263    0.40432
  0.73171   -0.25459   -0.40594    0.13481  ]",0
27,biography,"[-0.075592   0.13994    0.4036     0.050217   0.7966     0.27926
  0.68204   -0.68535   -0.33122   -0.13827    0.40375   -0.14146
 -0.12132   -0.038397  -0.026968   0.65452    1.4785    -0.23225
  0.45706    0.55319    0.20348   -0.30139   -0.23534   -0.0073819
  0.57584   -0.1967    -0.22641   -0.37965    0.27276    0.012515
 -0.24941    0.082151   0.088015   0.16587   -0.61881    0.7096
 -0.099765   0.26817   -0.61011    0.46527   -0.13917    0.55126
  0.029456   0.33622   -0.39682   -0.19496   -0.26829   -1.0431
  0.21109    0.0053111  0.95791    0.33043    1.1725     0.25106
  0.033026  -1.2061    -0.12129    0.14475    0.17795   -0.15344
  0.17877    0.80913    0.14728   -0.6211     1.3509    -0.65076
  0.43482    0.63079    0.35093    0.20644    0.24479    0.79521
  0.43228    0.10508   -0.54931    0.011251   0.29334    0.32045
 -0.58514   -0.56962   -0.33433    0.41463    0.68772   -0.24467
 -0.69649    0.00748   -0.42367   -1.0321    -0.017145  -0.48558
  0.50353    0.15052    0.49237   -0.098517   0.37241   -0.22795
  0.05949   -0.78771   -0.80215    0.48836  ]",2
28,anders,"[-1.4485    -0.50039    0.15288   -0.2016    -0.12485   -0.38289
  0.25036   -0.66165   -0.081137  -0.20682    0.32842   -0.2477
 -0.42361    0.95769    0.24632   -0.19719   -0.53443    0.29667
 -1.4654     0.53505    0.038733   0.44866    0.42347    0.87843
  0.45703   -0.26411    0.26276   -0.13645    0.80205   -0.36892
 -0.72164    0.30365    0.17463    0.29834   -0.018455  -0.40502
  0.046904   1.3202    -0.018141  -0.76924    0.16653    0.40673
  0.39662    1.0704    -0.54317    0.10309   -0.25146   -0.68808
  0.10606    0.76684    1.2999    -0.91795   -0.038508   0.11653
 -0.54627   -0.58606   -0.41389    0.51935   -0.38246   -0.027911
  1.3403    -0.3344     0.089822   0.53512   -0.14278    0.23092
 -0.12       0.72709    0.029777  -0.068734   0.077582  -0.18004
 -0.53986   -0.76957   -0.4616     0.098118  -0.6862    -0.17292
 -0.0059388  0.50767   -0.33513   -0.67958    0.308      0.3016
 -0.030866  -0.68862   -0.13554   -0.12635   -0.25865   -0.62637
  0.33637    0.50205   -0.093571   0.058614   0.40552    0.09667
  0.024564   0.32734    0.74073   -0.20071  ]",1
29,actuel,"[ 4.6244e-01 -2.7791e-01 -3.2246e-01  5.2149e-01 -3.9763e-02 -1.2069e-01
  3.7165e-01 -3.2838e-01  6.1488e-01 -1.7623e-01  2.1778e-01 -1.7610e-01
 -2.2752e-01  3.9453e-02 -4.4502e-01  3.6625e-01  1.0396e-01 -2.9506e-01
  5.2018e-01 -1.8196e-02  8.2043e-02 -4.8634e-03 -5.5157e-01 -3.6100e-01
 -3.6381e-01  6.4723e-01 -1.4465e-01  9.2963e-02 -1.9426e-02  9.9531e-02
  2.0517e-01 -3.8751e-01 -2.2338e-01 -2.4870e-01  2.4375e-01  1.5780e-01
  7.6402e-02 -5.9593e-01 -3.7436e-01 -3.8323e-01  5.6534e-01  1.0767e-01
 -2.1552e-01  3.2907e-01 -3.1325e-01 -2.8539e-01  2.9764e-01  2.2289e-01
 -1.0923e-01  5.7667e-01  2.7720e-01  3.4686e-01 -5.9940e-01 -8.2835e-01
  3.7349e-02  4.5179e-01  1.6950e-02  5.7727e-01 -2.4672e-01 -6.1724e-01
  4.1890e-01 -9.2762e-02 -4.2465e-01 -5.9673e-02 -1.0602e-01  1.0065e-01
 -4.8928e-01 -3.7378e-01  2.3084e-02  1.7252e-01 -1.3525e-01  3.5900e-01
 -2.0404e-01  3.4938e-01 -3.0406e-01 -8.8003e-03  1.1988e-01  4.9708e-05
  1.5300e-01 -5.3685e-02 -7.1250e-01 -8.3309e-02  2.1261e-01  4.6722e-02
  5.8555e-01 -4.1706e-01 -2.3203e-01 -6.2613e-02 -1.1234e-01  2.7395e-01
 -2.1393e-02 -2.0490e-01  4.3925e-01 -2.3591e-01  6.5728e-01 -2.5850e-01
 -1.0262e-01  2.1977e-01 -2.8678e-01 -2.5537e-01]",0
30,all,"[-0.21823   0.69199   0.70441  -0.59642  -0.21818   0.55387  -0.32052
  0.52602  -0.31667  -0.19129   0.76109   0.047439  0.43199   0.12232
  0.25664  -0.52453   0.048994  0.81621  -0.53336   0.53093   0.24589
 -0.046352  0.38898  -0.41434   0.28169  -0.35422   0.24713  -0.44007
  0.023343 -0.38592   0.31762   0.26774  -0.19487   0.024135 -0.056042
  0.33799   0.12103   0.32306  -0.67209  -0.028449 -0.79051  -0.29798
  0.25696  -0.1822   -0.066176  0.28468   0.019382 -0.51672  -0.065801
 -0.74178  -0.043     0.10303  -0.22385   0.96676  -0.38914  -2.1671
  0.25583   0.067169  2.0256    0.86387  -0.14699   1.0254   -0.42629
  0.19325   0.83025   0.097585  0.79303   0.4349    0.26404  -0.17101
 -0.13859  -0.55096   0.020747 -0.39791   0.43081   0.37966  -0.52257
 -0.20961  -1.1568   -0.38041   0.81093  -0.050365 -0.27241   0.87153
 -1.8965    0.19574  -0.2269   -0.28267  -0.14656  -0.18737  -0.61509
  0.009347 -0.3978    0.037638 -1.1974   -0.26052  -0.72752  -0.3797
  0.68278   0.63878 ]",4
31,bilder,"[-0.22602  -0.19056  -0.24829  -0.080957 -0.091882 -0.35596   0.16666
  0.17714  -0.28667  -0.21133   0.091088 -0.013917 -0.14017   0.017643
 -0.11095   0.12836  -0.11612   0.17211  -0.091571 -0.071609  0.55807
  0.01707  -0.68323   0.50226   0.38684   0.46223   0.16384   0.52409
  0.23735   0.1875   -0.059609 -0.47973  -0.15387  -0.40707   0.40285
 -0.16099  -0.065607 -0.36945  -0.14916   0.012235 -0.17414   0.091619
 -0.46831   0.10631  -0.33452  -0.20966  -0.72033   0.26234  -0.41269
  0.46042   0.31636  -0.028199 -0.24278  -0.62795  -0.35576   0.39723
  0.45724   0.29711  -0.46757  -0.53917   0.11371  -0.21873  -0.36654
 -0.21965   0.19303   0.16818  -0.11805  -0.17681  -0.36675  -0.075628
  0.097206  0.30864  -0.053075  0.23598   0.37555  -0.28355   0.48714
  0.22816   0.52903  -0.12168   0.26423  -0.41231   0.067147 -0.4368
  0.26539  -0.32013   0.10877  -0.57744  -0.24086   0.538     0.056518
 -0.26861   0.76612   0.1928    0.30285   0.33564   0.31572   0.049831
 -0.4993   -0.22866 ]",0
32,beiträge,"[-0.30775   -0.43517   -0.25585    0.14732   -0.14284   -0.06561
 -0.055759  -0.10267    0.23093    0.15457    0.58727    0.065212
  0.17061   -0.1358    -0.047923   0.10979    0.59202    0.069183
  0.56845    0.19801    0.37458    0.44361   -1.4323     0.48056
  0.058026  -0.17631    0.12055    0.61524    0.57349    0.0058279
 -0.81679   -0.36637   -0.29268   -0.18484   -0.34818    0.23097
  0.13793   -0.15176   -0.38932   -0.24957    0.70084    0.60807
 -0.25597   -0.020102  -0.3461    -0.69138   -0.56777    0.084038
 -0.57632    0.62478   -0.28163    0.16231   -0.2238    -0.5789
 -0.30294    0.51937    1.1495    -0.10127   -0.44741   -0.5226
 -0.13383   -0.0036621 -0.70932   -0.95743    0.35587   -0.28696
 -0.33261   -0.48051   -0.32127    0.21319    0.63675    0.1392
  0.1107     0.0055771  0.37821    0.10153    0.1596     0.32842
  0.30629    0.1803     0.16318   -0.17886    0.48029   -0.22711
  0.78321   -0.47262    0.044066  -0.50296   -0.31067    0.034289
 -0.51836   -0.56425    0.66902    0.49827    0.4708     0.13506
 -0.034179  -0.70556   -0.3813    -0.28926  ]",0
33,coached,"[ 0.098929   0.060792  -0.023125  -0.74696   -0.2975     0.30939
  0.42758    0.36741   -1.2468     0.18956    0.47847   -0.61592
  0.43233    0.28058   -0.053122  -0.24438    0.47926    0.32618
 -0.78851    0.31803   -0.67404    0.99503   -0.2359     0.37987
  0.003402  -1.0971    -0.44864   -0.76483    0.49141    0.33042
 -0.63841    0.81355   -0.16618   -0.066268   0.0059528  0.1377
 -0.91555    0.84591   -0.63773   -0.23335   -0.36058   -0.43089
  0.34262   -0.4145     0.41782    1.0511     0.71286   -0.34276
  0.22397   -0.59131   -0.69701   -0.10511    0.10031    0.14463
  0.41486   -1.1526    -0.25321    0.046932  -0.97793    0.54619
 -0.066153   0.2597    -0.23781   -0.53038   -0.034843  -0.28341
  0.43203    1.144     -0.24065    1.4374     0.45435   -0.012921
 -0.2227     0.60766    0.038735  -0.18118   -0.029868   0.15522
  0.37861   -0.09121    0.67618   -0.013258  -0.70348   -0.32398
 -0.23179   -0.062756  -0.50676    0.088331  -0.34224   -0.081273
 -0.85291   -0.16653   -0.32491    0.50036   -0.38687   -0.39967
 -1.689      0.91709    0.093573  -0.21876  ]",1
34,chance,"[ 0.27308    0.25475    0.31654    0.13885   -0.046879  -0.10982
  0.20053   -0.094557  -0.22468   -0.4835    -0.034735   0.43474
 -0.31072   -0.50747    0.050169  -0.1749     0.013275   0.40794
 -0.35925    0.61831   -0.10177    0.23723   -0.20109   -0.29238
  0.13706    0.1831    -0.2338    -0.43141    0.67759   -0.76494
 -0.51745    0.43299   -0.22521   -0.0058457  0.70588   -0.44152
 -0.58148    0.42647   -0.24774    0.17059   -0.46946    0.10914
  0.32346   -0.63135   -0.15782    0.065965   0.3909    -0.43497
 -0.1839    -0.96581    0.0054857 -0.3807    -0.33943    1.0621
  0.46764   -2.6425    -0.18085   -0.16238    1.0082     0.031896
 -0.72023    0.44542   -0.81057    0.20482    0.59251    0.1509
  0.23191    0.52453   -0.76763   -0.65167    0.08603   -0.086332
  0.034255  -0.54042    0.043056   0.26115   -0.7714    -0.89636
 -0.18549    0.1896     0.29133    0.084121  -0.6301    -0.43808
 -1.2129    -0.36007    0.22303    0.56624   -0.27445   -0.17999
 -0.21406   -0.19208    0.24181   -0.14486   -1.0471     0.036397
  0.45143    0.26951    0.15269    0.018396 ]",3
35,chemie,"[ 0.2976     0.12339   -0.56996    0.33899   -0.28217   -0.0046903
  0.67538   -0.13303    0.26116    0.16188    0.11948   -0.20384
 -0.28066    0.070594  -0.45255    0.81213    0.72298   -0.10631
  1.107     -0.78715    0.55901    0.62323   -0.84797   -0.034099
  0.081772  -0.038472  -0.34739    0.27332    0.85049    0.83428
 -0.2056    -0.177     -1.1487    -0.16374   -0.23401   -0.86787
  1.075      0.42677   -0.65921   -0.20669    0.66218   -0.0066398
 -0.40505    0.076986  -0.14128    0.21343    0.026818   0.37178
 -0.61447    0.6299    -0.31657    0.58054   -1.2434     0.26297
 -0.60357    0.87339    0.67629   -0.027276  -0.87965   -0.58937
  0.44232   -0.47931   -0.89338    0.59926   -0.39195    0.11499
  0.34351    0.56801   -0.081168  -0.14607   -0.20167   -0.31258
 -0.25591    0.26394   -0.15926    0.17933    1.1749    -0.33833
 -0.72431   -0.57483   -0.0017664 -0.038135  -0.19742    0.40912
 -0.53184   -0.38176    0.14998   -0.64273    0.1641     0.35006
  0.021444   0.087354   0.49838    0.86566    0.83415    1.1225
  1.472      0.10918    0.49018    0.63382  ]",0
36,current,"[-0.28201    0.1194     0.65918   -0.15232   -0.15581   -0.53918
 -0.30589    0.15449   -0.67994    0.17944   -0.070267  -0.17729
  0.41737   -0.22628    0.41531   -0.63807   -0.11373   -0.21334
  0.23988   -0.34977   -0.1816    -0.34074    0.31443    0.43347
 -0.15974   -1.0015     0.33502   -0.75286    0.12036    0.17831
  0.01727    0.77121   -0.2392    -0.13174   -0.63037    0.50299
  0.2738    -0.18802   -0.20469   -0.32738   -0.38559   -0.36181
  0.6465    -0.04187    0.56731    0.37491    0.13029   -0.69279
 -0.5718    -0.52761    0.59285   -0.31479    0.11822    0.69811
  0.35482   -2.6255     0.28873   -0.32228    1.5448     0.29505
  0.10756   -0.13923   -0.1813    -0.060357   1.1453     0.10688
 -0.063074  -0.059829   0.38205    0.0054257  0.60759    0.16451
 -0.15442   -0.20746    0.16032   -0.50936    0.050833   0.15479
 -0.91127   -0.27459    0.40953    0.13413   -0.17008   -0.14851
 -1.1299     0.093459  -0.27367   -0.30278    0.48209   -0.4791
 -0.082828   0.67794   -0.47613   -0.14539   -0.39815   -0.41416
 -0.097889  -0.40363    1.0067    -0.068101 ]",4
37,brücke,"[ 0.2421     0.29134   -0.69491    0.37762   -0.24264   -0.41807
  0.31503   -0.23034    0.067903   0.086471   0.37833   -0.074491
  0.18378    0.24297   -0.49284    0.14848   -0.038334  -0.089849
 -0.62499   -0.5264     0.73296   -0.48074   -0.29464   -0.31215
  0.22879    0.38017   -0.64177    1.0407     1.2999     0.10148
 -0.33098   -0.025927   0.14724   -0.25021   -0.57694   -0.60115
  0.51097   -0.29206    0.70689   -0.1236     0.42779    0.62028
 -0.55111    0.684      0.036083   0.072461  -0.092122   0.76021
 -1.0125     1.3255     0.049859  -0.24102    0.10294   -0.39055
 -0.36201    0.4709     0.41648   -0.072959  -0.67889    0.70582
  0.54433    0.042959  -0.82004    0.098746  -0.067455   0.34497
 -0.46101    0.0054997 -0.31303   -1.2258    -0.09071    0.51817
  0.026489   0.21597    0.54451   -0.30273    0.61784   -0.0040892
  0.58925   -0.2647     0.043934   0.10488    0.50537   -0.18799
  0.13729   -0.2392    -0.99005   -0.03626   -0.63702   -0.084267
 -0.28221   -0.56611    0.43835    0.27716    0.78857    0.16822
  0.24474   -0.32443    0.32595   -0.8483   ]",0
38,berlin,"[ 0.69796    0.026999   0.068505   0.065858   0.40963   -0.38146
 -0.56633   -0.045967  -0.019801   0.40051    0.45928   -0.44242
 -0.25291    0.56519   -0.42689    0.66001    0.74877   -0.61531
 -0.93373   -0.70314    0.25014    0.47758   -0.27972    0.10961
 -0.18595   -1.1541     0.014234  -0.15504    1.2269    -0.083134
 -0.96295    0.26263   -0.10777    0.2001    -0.60195    0.60761
  1.1275    -0.032634  -0.69365    0.071476   0.14524   -0.56237
 -0.1676     0.71003    0.39329   -0.60368    0.63867   -0.19897
  0.35546    0.50909    0.32231   -0.58378    0.061194   0.58127
 -1.3054    -2.2658    -0.0047571  0.27903    0.12816    0.09481
  0.15086    1.0745    -0.83654    0.10862    0.15205    0.17329
 -0.52959    0.72439   -0.40303    0.11472   -0.32336   -0.83121
 -0.12508    0.053349  -0.17481   -0.031144   0.76887   -0.42122
 -0.34157    0.11762    0.33802    0.19437   -0.32066    0.40762
 -1.009      0.047386  -0.43626    0.051032   0.069644   0.099814
  0.28354   -0.65775    0.75207    1.018     -0.18832    0.32236
  0.97124    0.50001    0.44992   -0.012456 ]",1
39,city,"[ 2.6572e-01  3.4857e-02  4.9055e-01 -6.7402e-01  3.2883e-01  9.9917e-01
 -1.0305e+00  6.9492e-01  3.4358e-01  8.5792e-01 -4.3804e-01 -8.1835e-01
  2.6868e-01 -2.5083e-01  1.5466e-01 -8.3224e-01  1.1727e+00 -1.8604e-01
 -5.2929e-01  1.7653e-01  8.0747e-01 -1.4031e-01 -2.4031e-02 -6.1158e-03
 -6.0217e-01 -6.7171e-01  2.0698e-01 -5.0948e-01 -3.2990e-01 -3.9454e-01
 -4.5927e-01 -2.8931e-01  7.8811e-01  4.4483e-01 -4.8697e-01 -2.3630e-01
 -1.5081e-02  1.6606e-01 -3.4172e-02  8.4049e-02 -8.6082e-02 -9.0150e-01
 -2.0199e-01 -5.6048e-01  8.6435e-01  3.2742e-01  3.8184e-01 -2.4334e-01
  5.9723e-01  1.7464e-01 -4.4756e-01 -3.3477e-01  3.2423e-01  1.0231e+00
 -5.4946e-01 -2.8520e+00 -5.7640e-01 -3.5760e-01  1.4104e+00  3.0757e-01
 -3.8852e-01  7.4302e-01 -4.0562e-01  9.1479e-02  1.7460e-01 -1.9251e-01
  1.6341e-01  1.8197e-01 -3.5220e-01  2.9123e-01 -2.8390e-01 -7.3045e-01
 -1.5550e-01 -3.8138e-01  3.9395e-01 -4.9008e-01  1.0277e+00  2.8462e-03
 -1.4342e+00 -1.2607e-01  3.3338e-01  4.8741e-01 -9.9770e-01  4.0783e-01
 -7.9581e-01  4.9322e-01 -4.8803e-01 -2.9408e-01  5.7140e-01 -4.6724e-01
  1.0987e+00 -6.0398e-01 -4.6683e-01  1.4795e-01 -1.3415e+00  7.1880e-01
 -2.8589e-01  3.9124e-01  9.8232e-01  6.9209e-02]",4
40,concert,"[ 2.3675e-01  2.6911e-01 -2.2236e-01  7.0792e-02  6.7843e-01  5.1538e-01
  2.4230e-01  8.4924e-01 -6.2181e-01 -7.1577e-02 -1.3280e-01 -3.5994e-01
 -2.3648e-01  3.0824e-02 -3.9578e-01  3.6647e-02  6.2253e-01  1.1404e-01
  1.9721e-01  2.4365e-01 -4.4387e-02 -8.0192e-01  2.5842e-01 -2.6363e-01
  3.7224e-01 -1.1306e-01  7.3269e-02  6.6744e-01  1.0908e+00  1.6477e-01
 -6.7024e-01  7.5980e-02  5.8638e-01  1.1682e+00 -3.4424e-01  2.8500e-02
  5.4364e-01  4.4928e-01 -6.3246e-01 -1.1951e+00  9.6393e-01  4.4889e-01
  9.4993e-02  7.1943e-01  5.9641e-01 -7.0394e-01 -3.2380e-01 -8.5390e-01
  3.6814e-01 -6.1752e-01 -4.6064e-01 -4.5066e-01  2.3725e-01 -6.4996e-01
 -2.2263e-01 -2.8923e+00 -4.8124e-01  2.4283e-01  8.9558e-01  8.8399e-01
 -3.6214e-01  1.2629e+00 -8.6034e-03 -3.2444e-01 -3.0798e-01 -4.0719e-01
  1.6848e-01  8.1827e-02  4.2436e-01 -5.5174e-01  1.5943e-01 -6.4565e-01
 -2.0349e-01  3.6691e-01 -4.0643e-01 -1.6574e-04  7.5340e-01 -1.6664e-01
  4.4137e-01 -2.8646e-01  4.1594e-01 -1.7681e-01  1.0478e+00  8.3041e-02
 -1.2967e+00  2.4690e-01 -4.8264e-01 -2.9054e-01 -3.6079e-01  3.5355e-01
 -1.7535e-01 -7.1958e-01  3.0569e-01  1.4594e-01 -7.9500e-02  1.9884e-02
 -2.8807e-01  3.8528e-01  9.3529e-01  5.2243e-01]",2
