,title,vector,cluster
848,brisbane,"[-0.38941    0.019249   0.85533   -0.81335   -0.24047    0.59544
 -0.5065     0.89729   -1.1905    -0.0039362  0.20288   -0.33454
 -0.24195    0.14311    0.44122   -0.83769    0.50288    0.43334
 -0.36315   -0.24357    0.15446   -0.33384    0.13557   -0.14689
  0.27471   -0.23209    0.61594   -0.27421    0.054556   0.67242
 -0.96492    0.078219   0.48754   -0.43857   -0.19254   -0.48415
 -0.65992    0.07102   -1.037     -0.090865  -0.58869    0.23448
  0.0090809 -0.41002    0.85352    0.67154    0.51919   -0.67484
  0.9807     0.43744   -0.38127    0.026945   0.76263   -0.19538
  0.22022   -1.0081    -1.0602    -0.4686     0.26826   -0.51542
 -0.77171   -0.19117   -1.0808     0.35761   -0.29106    0.24848
 -0.38077    0.055699   0.019644   0.43227   -0.75213   -0.03642
 -0.22232   -0.34128   -0.3376    -0.57559    0.74599    0.19726
 -0.46458   -0.058569   0.0070961  0.51971    0.24609    0.44709
 -0.17394   -0.59412   -0.035947   0.37385   -0.035674   1.4491
 -0.077872  -0.56678   -0.13935    0.5935    -0.10988    0.56219
 -0.17067    0.40604    0.69202    0.18897  ]",1
849,boston,"[ 0.71747   0.28692  -0.043357 -0.69082   0.23545   0.51187   0.60616
 -0.37996  -1.2807   -0.10802  -0.2263   -0.45026  -0.38168   0.52805
 -0.057467 -0.85892   0.27117   0.10786  -0.29295  -0.031682 -0.26679
  0.41575  -0.83782  -0.23224   0.39651  -0.39024   0.13638  -0.57725
 -0.21107   0.070236 -0.1868    1.0928    0.45311   0.68294  -0.76928
 -0.13752  -0.51574   0.049154  0.52621   0.12231   0.37788  -0.98813
 -0.73617  -0.61508   0.032642  0.040713  0.46659  -0.67815   0.533
  0.2085    0.11749  -0.17464  -0.17939  -0.43315  -0.54184  -2.5567
 -0.15689  -0.047116  1.1446    0.9002   -1.2236    0.34088  -0.16951
 -0.27207   0.075836 -0.31439   0.36044   0.63711   0.30871   0.84186
 -0.75108   0.035624 -1.0099   -0.20952   0.10338  -0.77882   0.048011
 -0.2442   -0.9528   -0.25732   0.29364   0.27911  -0.41251   0.49032
 -0.66912  -0.46511   0.0328   -0.0105   -0.28219   0.046877 -0.013528
 -0.80027   0.36507  -0.3767   -0.71688   0.31939   0.17929   0.39183
  0.16468   0.38951 ]",4
850,a-z,"[-6.7774e-01 -3.4071e-01  1.2422e+00 -3.5322e-01  8.0270e-02 -1.0157e-01
 -3.4196e-01  4.6784e-01 -4.6789e-02  4.6865e-01 -1.0732e-01 -1.1502e+00
  6.2960e-01 -6.2852e-01  2.2880e-01  5.6357e-01  9.2233e-01  8.9618e-01
  4.0113e-01  2.3482e-01  3.0823e-01  5.2962e-01 -4.1603e-01 -7.0966e-01
  1.7383e-01  3.0360e-01  8.7373e-01  3.2748e-01 -3.8182e-01 -5.6518e-01
  2.1832e-01 -8.8839e-01 -3.3423e-01 -5.0032e-01 -6.3696e-02  1.0343e+00
  1.4819e-01 -6.1809e-01 -5.8969e-01 -4.4906e-01  5.6895e-01  1.1511e+00
 -3.9602e-01 -4.0699e-01  2.6503e-01  1.0242e+00  1.2202e-01  2.9196e-01
  8.1447e-01  2.4237e-01 -3.1509e-01 -3.8271e-01  4.7948e-01 -4.2980e-01
 -1.2180e+00  6.0820e-01 -2.1833e-01  2.8163e-01 -4.5534e-01  4.3088e-02
 -3.1392e-01  1.2543e-01 -1.4221e-01  2.9981e-01  1.3770e+00  6.3640e-01
 -6.8555e-01 -8.3434e-02  1.9639e-01  2.0033e-01 -9.4251e-02  1.4781e-01
 -2.6918e-01  1.2215e-01 -3.9340e-01  4.1528e-01 -4.9978e-01 -4.3975e-01
 -4.4985e-01 -1.6035e+00 -5.1272e-01  2.6846e-02  5.4867e-01 -3.2177e-01
  5.1103e-01  5.2101e-01 -7.6730e-01 -7.9530e-01  3.1446e-01 -4.0008e-02
 -3.5896e-01  1.0304e+00 -7.0485e-04 -1.1407e+00  5.4572e-01 -1.5759e-01
  1.6579e-01 -2.5180e-01 -5.3348e-01 -1.0483e+00]",0
851,adele,"[-0.010785  -0.14737   -0.21834   -0.787      0.54755    0.73608
  0.56754    0.43727   -0.39191   -0.1592     0.26442   -0.13036
 -0.43178   -0.059116   0.46363    0.19807    0.027846  -0.58182
 -0.0046434 -0.21758   -1.0246    -0.21307    0.22545    0.72412
  0.51437    0.11454    1.0101    -0.60028    0.61638    0.3482
  0.21421    0.12623    0.86285    1.2101     0.3926     0.092173
  0.71312   -0.28064   -0.25578    0.058671   0.12672   -0.31124
 -0.48412    0.14713   -0.46253    0.36052   -0.79054   -0.58393
  0.29575    0.054889  -0.067918   0.92284    0.83089   -0.66195
 -0.48569    0.075985  -0.2669     0.23579   -0.43833    0.026173
  0.36406    1.1586     0.1739     0.3131     0.11985    0.38724
  0.344      0.83387    0.82713   -0.90348   -0.61754    0.29608
 -0.43607   -0.18814    0.51888    0.15943   -0.12532   -0.39315
 -0.69127   -1.1581    -0.30253   -0.44598    0.20768   -0.24186
  0.12507   -0.66386    0.60953   -0.66836   -0.56491   -0.86038
 -0.29221    0.48406    0.55394   -0.071563   0.61941    0.26205
 -0.023837  -0.62416   -1.2377     0.54607  ]",0
852,birth,"[ 0.7498   -0.076617 -0.13952   0.47021  -0.35482   0.1157   -0.4914
 -0.10619  -0.16946   0.029007 -0.73285   0.45907   0.36396   0.59163
  1.0226   -0.46768   0.92097  -0.016707 -0.073454  0.16269  -0.381
 -0.87879   0.23569   1.0529    0.10114   0.19261  -0.25423  -1.1534
  0.23579   0.61506   0.22499   0.069247  0.86995   0.17185  -0.068074
 -0.48298  -0.13293   0.48264  -0.42423  -0.17082  -0.10973   0.42151
  0.10803  -0.44977  -0.17453  -0.6749    0.32669  -0.012381 -0.088107
 -0.46343   0.42593  -0.10242   0.1555    0.8127   -0.064208 -1.6797
 -0.63999  -0.13213   0.79068   0.28458   0.2137    0.9363    0.51974
 -0.41323   0.47837   0.46982  -0.38207  -0.58349   0.30995  -0.73665
 -0.50182   0.36421  -0.01257   0.47419   0.40512   0.52404  -0.14687
 -1.0674   -1.1564   -0.93233  -0.050668  0.16919   0.50462   0.21671
 -1.5502   -0.48176   0.56689  -0.70423  -0.010506 -0.1154    0.083771
  0.17411   0.64075   0.39978  -1.0752   -0.56627  -0.098718 -0.47463
 -0.25793  -0.91383 ]",3
853,architektur,"[ 0.3169    0.033684 -0.50198   0.062563 -0.18924  -0.26266   0.37625
 -0.038258  0.19721   0.09705   0.15112  -0.14667  -0.32452   0.18488
 -0.30417   0.27955  -0.15823   0.20465   0.087043 -0.12265   0.5851
  0.078731 -0.57398  -0.33044  -0.1635    0.20375  -0.010728  0.41135
 -0.054919  0.19455  -0.35024  -0.54295  -0.043423 -0.241     0.48622
 -0.34149   0.083687 -0.19458  -0.15799  -0.12813   0.37824   0.016964
 -0.50005   0.52686   0.051634 -0.44744   0.14551   0.3643   -0.22165
  0.40829  -0.010963  0.014702 -0.08081  -0.66054  -0.14448   0.68895
  0.34166   0.25199  -0.35265  -0.61249   0.060791 -0.082409 -0.4481
  0.039163 -0.083029  0.29834  -0.44441  -0.39307  -0.35226   0.26283
  0.22213   0.19889   0.4498    0.026363  0.13145  -0.28274   0.20536
  0.14725   0.62239  -0.12606  -0.49893  -0.17126   0.23446  -0.10109
  0.59137   0.12089  -0.2779   -0.17351  -0.24051   0.41353   0.14956
  0.024298  0.53241   0.19669   0.56333  -0.21499   0.50679  -0.076468
 -0.30489  -0.44273 ]",0
854,archiv,"[-4.7746e-01  6.0258e-01 -3.9904e-02  6.2824e-01  4.1220e-01  2.4445e-01
 -4.9217e-01  4.1595e-01 -5.0017e-01  6.5934e-04  6.1776e-01  4.8042e-01
 -3.7933e-01  5.6899e-01 -3.0824e-01  3.5972e-01  1.8312e+00  2.6922e-02
  1.1175e+00 -6.0747e-01 -1.4128e-01  1.1766e+00 -3.8836e-01  6.4942e-01
 -1.3294e+00 -1.1414e-01  1.2914e+00  4.6543e-01 -3.1188e-01  6.3952e-01
 -1.8071e-02 -1.3768e-01  1.7099e-01  1.2256e+00  3.4334e-01 -6.0533e-01
 -6.6689e-01 -5.3454e-01 -2.3422e-01 -1.1847e+00  9.4632e-01  4.4018e-02
 -1.2524e+00  4.1652e-01 -7.0675e-02 -1.0444e+00  1.8608e-01  1.9364e-01
 -2.5290e-01  4.4367e-01 -4.7416e-01 -6.8171e-01  2.7241e-01 -6.9555e-01
 -5.9504e-01  3.6925e-01  4.2689e-01  6.4208e-02 -6.1850e-01 -3.4342e-01
  2.3794e-01 -5.5483e-02  6.5370e-02 -6.9412e-02  4.7612e-01  1.1106e-01
  2.1693e-01  2.0539e-01  2.8551e-01  1.2561e-01  1.4326e-02  6.9000e-02
  2.5648e-01 -6.8104e-01  7.0930e-01  3.5999e-01 -2.3419e-01  1.3415e-01
 -2.1469e-02 -2.4141e-01 -1.8999e-01 -1.5176e-01  1.3858e-01 -2.9056e-01
  1.1512e+00  1.7928e-01  6.9252e-02 -3.2829e-01 -9.4446e-01  8.9705e-01
 -3.1992e-01 -1.2269e-02  6.7925e-01  4.5410e-01  3.8596e-01 -6.0688e-02
  1.3104e+00 -7.8476e-01  1.1387e-01 -4.7892e-01]",0
855,bh,"[-3.6793e-01 -1.7090e-01  3.5154e-01 -2.2223e-01 -1.1881e+00  1.0754e-01
 -4.0263e-01  5.9406e-01  3.1712e-01  4.0945e-02  1.4503e+00  1.4173e-01
  1.2214e+00  5.2612e-01 -4.4312e-01  1.1439e+00  4.0394e-01 -1.2980e+00
  3.2730e-01 -8.0562e-01 -7.9265e-01  4.8530e-02 -9.1414e-01  1.4832e+00
 -5.4767e-01  4.9222e-01  1.2410e+00  4.8186e-01 -3.3214e-01  1.5575e-01
  1.1150e-01 -2.9695e-01 -3.6941e-01  6.5901e-01 -1.7025e-01  8.2261e-01
  1.4273e-01  1.0263e+00  4.0266e-01  6.1586e-01 -2.2394e-01  4.2231e-01
 -1.0801e+00  2.0498e-01 -3.1425e-01 -7.3105e-01 -4.1039e-01  9.2165e-02
  4.9221e-01 -2.3437e-01 -2.9247e-01  2.4613e-01 -2.5150e-01 -8.8341e-02
  2.2980e-01  1.2999e-03  4.1780e-01  1.6489e+00 -4.0294e-01 -4.5626e-01
  4.2978e-01 -6.8927e-01 -4.3717e-01 -1.4731e-01  9.9588e-02  8.5252e-01
  5.6362e-01  2.9230e-01 -1.2501e-01  9.8254e-01  3.7633e-01 -3.5982e-01
  7.4532e-01 -3.1619e-01  3.3775e-01 -2.0771e-01 -2.4350e-01  7.4117e-01
 -2.5310e-01 -4.5988e-01  4.8101e-01 -1.8066e+00  9.3112e-01  1.1580e+00
  3.8254e-01  8.6673e-01  5.9535e-01  4.6056e-01  6.7828e-01  5.6662e-01
  2.8811e-01  9.1796e-02 -1.7980e-01  1.4956e-01  2.5225e-01 -4.5259e-01
  4.7932e-01 -2.3561e-01  1.9649e-01 -1.0215e+00]",0
856,bhutan,"[-1.3601e+00  2.1529e-01  8.8502e-01  7.9691e-01  3.6845e-01  2.2505e-01
 -8.7133e-01  9.7626e-01  6.9931e-03 -3.4500e-01 -8.8366e-02 -5.5597e-01
  8.8578e-01  1.0937e+00 -5.9347e-02 -1.5083e-01  1.6609e-01 -4.5237e-01
 -5.7943e-02 -1.9039e-01 -7.5446e-02  3.3556e-01  1.3881e+00  6.7431e-01
  3.6948e-02 -2.6224e-01  6.2487e-01  2.7278e-01 -2.7087e-01 -6.6983e-01
  9.4017e-04  2.6855e-01  1.9690e-01 -8.4703e-02  3.1750e-01 -4.8078e-01
  9.1459e-03  6.6078e-01 -8.0750e-01 -1.1859e+00 -1.3776e+00  1.3736e+00
  1.8995e-01 -4.3681e-01 -1.7257e-01 -7.6994e-03  6.4303e-01  7.4524e-01
  5.2512e-01 -1.8616e-01 -3.8239e-01  2.6495e-01  2.1557e-01  3.0065e-01
 -3.1082e-01  1.0267e-02 -2.5925e-01 -3.6295e-01  7.4751e-01 -1.8659e-01
 -6.9652e-01 -6.2496e-01 -6.7160e-02  1.5817e-01  2.2072e-01  7.2711e-01
 -2.7225e-01 -2.6755e-01  2.8268e-01  3.4580e-01  9.4389e-01 -7.7428e-01
  2.5026e-01 -9.8110e-02 -4.1531e-01  4.4520e-01 -6.5263e-01  1.6622e-01
 -2.8240e-01  4.9412e-01 -4.0254e-02  2.3079e-01  1.0884e+00 -5.7390e-01
  7.5988e-01  8.4666e-01 -8.4980e-02 -5.5775e-01  4.7343e-03  8.1081e-01
  7.3440e-01 -1.0286e-01 -2.4273e-01 -4.5360e-01 -5.3692e-01 -2.6876e-01
 -2.0974e-01  1.7933e-01 -2.3219e-01 -3.3111e-01]",0
857,bhp,"[ 4.5322e-01  7.7467e-01  3.3334e-01 -3.0874e-01 -1.8492e-01 -1.6117e+00
 -6.1257e-01  1.3428e-01 -1.1548e+00 -4.6172e-01  1.2297e+00  3.9188e-01
 -2.7547e-02 -9.4528e-01 -6.1710e-01 -6.1441e-01 -6.3846e-01 -6.9825e-03
  3.4896e-01  6.2552e-02  1.4961e+00 -3.4706e-01  1.3080e-01  7.0636e-01
  5.5579e-01  2.9594e-01  9.0672e-02  1.7546e-01 -5.6954e-01  3.2896e-01
 -3.2273e-01  5.4672e-01 -6.8555e-01 -1.1122e+00  4.5803e-01  2.4782e-01
  1.9435e-02 -2.6593e-01 -2.9588e-01  3.0379e-01 -6.5054e-01  5.8355e-01
  3.2199e-02 -4.0804e-01 -3.1942e-02  1.6693e+00 -1.0887e+00  6.9095e-01
  3.9600e-02 -5.2752e-01 -4.7683e-01  7.4358e-01  4.6553e-01  4.5998e-01
 -3.2485e-01 -1.9354e-01 -8.9217e-01 -5.8423e-01  1.7606e-04 -6.9380e-01
 -1.6525e-01 -1.7191e+00 -1.1881e+00  6.1925e-01 -3.1999e-01  3.0363e-01
  8.9979e-01  1.9883e-01  9.2204e-01 -6.4080e-01  7.7108e-02  8.9686e-01
 -2.6495e-01 -7.8020e-02 -8.5543e-01 -3.0516e-01  4.9959e-01 -2.2388e-01
 -8.3549e-01  2.9315e-01  3.9130e-01 -8.6943e-01 -3.3873e-01  1.8085e-02
 -2.7960e-01 -3.3888e-01  9.6338e-01 -1.3591e-01  1.6971e-01  2.1610e-01
  6.5424e-01 -5.6303e-01 -8.1755e-01  7.2875e-01 -1.3689e-01  9.9395e-01
 -4.6991e-01 -5.9408e-01  6.4347e-01  7.9041e-01]",1
858,bhw,"[ 0.48348   -0.19337    0.17041    0.32605    0.038524   0.2119
 -0.23994   -0.21163    0.49747   -0.44625    0.43343    0.2581
 -0.15906    0.44938   -0.1495     0.54396    0.025404  -0.10783
  0.63811    0.45317   -0.16818    0.20985   -0.25303   -0.35602
 -0.3733    -0.51889   -0.12483    0.16749   -0.087115   0.090145
  0.19152    0.15537   -0.05449   -0.15812    0.46438   -0.36174
 -0.16546    0.074614   0.25147   -0.028391   0.19218    0.013248
  0.39923    0.19731   -0.62545    0.29491    0.0023561  0.804
 -0.13398    0.17502   -0.14473    0.066229   0.026702  -0.26496
  0.021458   0.65918   -0.15083   -0.29274   -0.44459   -0.63253
  0.56886   -0.41905    0.10229   -0.10903   -0.31316    0.1889
  0.36217    0.27303   -0.36245    0.17931   -0.016632   0.4032
 -0.57719    0.21158   -0.18901   -0.32573   -0.058432  -0.017122
  0.45141    0.46846   -0.22032   -0.39439    0.10557    0.36862
  0.68368    0.060677  -0.21583    0.13497    0.080342  -0.14568
  0.31809   -0.054281   0.27796    0.10893    0.10241    0.23299
  0.71919    0.18984   -0.0074277 -0.24855  ]",0
859,bhv,"[ 0.28884  -0.25133  -0.21739  -0.14473  -0.18898  -0.083343  0.30948
  0.094717  0.9583    0.27296   0.090657  0.26883  -0.048171 -0.075976
 -0.12224   0.50093  -0.26533   0.062695  0.52762  -0.32271   0.1236
 -0.35999  -0.067439 -0.24114  -0.26183  -0.27917  -0.12519  -0.15741
 -0.33879  -0.18591   0.038978 -0.084444  0.19048  -0.17664  -0.55494
 -0.015546  0.079006 -0.23251   0.354    -0.043573  0.554    -0.059739
 -0.34679  -0.017233 -0.43004   0.34049  -0.11186   0.24234  -0.14614
  0.25035   0.28781  -0.03978  -0.048632 -0.63223  -0.055146  0.63406
  0.17883   0.16929   0.1195   -0.34439  -0.10524  -0.59759   0.19622
  0.19657  -0.48545   0.14619  -0.35344  -0.24729   0.044103  0.64151
  0.20857   0.68511   0.075266  0.49865   0.10977  -0.14397   0.060364
  0.007728  0.40017   0.21012  -0.57946   0.21131   0.28686  -0.24876
 -0.10414  -0.20304   0.17297  -0.18377   0.47411   0.13938  -0.26632
  0.023313 -0.27618  -0.080346  0.16892  -0.02513   0.38055   0.5425
 -0.0506    0.13763 ]",0
860,confession,"[ 0.79414   -0.017253   0.31877   -0.32864   -0.021401   1.2454
  0.39562    0.42332    0.2123    -0.047324   0.0073058  0.77839
 -0.093144   1.3929     0.55935    0.43989    0.19155    0.19477
 -0.4169     0.75414   -0.02486   -0.60882   -0.71241    0.28585
 -0.35998    0.26074    0.85702    0.23944   -0.072176   0.48837
  0.63623   -0.41749   -0.36171   -0.20681   -0.52143   -0.068836
 -0.13544   -0.17238   -0.023253  -0.015165  -0.56213    0.85657
  0.74192    0.33999   -0.93752   -0.85775    0.6919    -0.4567
  0.68372   -0.47213    0.069299   0.42986    0.61147    0.29245
 -0.43521   -0.72709   -0.52044   -0.55403    0.42114   -0.23657
  0.29044   -0.10008   -0.26935   -0.91981    0.26262   -1.115
  0.47214    0.10684   -0.71254    0.029262  -0.24851    0.094071
  1.1618    -0.82717   -0.14343    0.57143    0.37781   -0.69765
 -0.79718   -0.11594    0.022186   0.34469    0.36803    0.17349
 -1.2078    -0.4418     0.51109    0.408      0.0044228  0.37213
 -0.076377  -0.90321   -0.3794     0.59695    0.91232   -0.64115
  0.35377   -0.48955   -0.39203    0.12822  ]",2
861,ben,"[-0.83529   -0.94948   -0.20112   -1.1784    -0.033022  -0.89971
 -0.83248   -0.039935  -0.40419   -0.43354    0.38571   -0.58318
 -1.2257     0.69199    0.79932   -0.085225  -0.29105   -0.19814
 -0.7279     0.6658     0.29591    0.12296   -0.52914   -0.1935
 -0.048702  -0.36696   -0.42776   -1.5869     0.053085   1.2628
 -0.23627    0.21846   -0.36714    0.65599   -0.44097   -0.59154
 -0.13451    1.3848    -0.50884    0.025013   0.085326  -0.21525
  0.54771    0.64534   -0.037834  -0.25119   -0.58717    0.39512
  0.10261   -0.69672   -0.39785   -0.21291    0.51037    0.60045
 -0.3276    -1.8757    -0.67476    0.52907   -0.2753     0.37183
  0.33732    0.52984    0.50067   -0.41389    0.68981    0.34493
  0.94155    0.81524   -0.64626    0.0029586 -0.43089    0.13155
 -0.60243   -0.59914   -0.6242     0.49629    0.66716   -0.44834
 -0.084993   0.056884   0.35732   -0.24433   -0.37835   -0.49761
 -0.23127    0.27818    0.080324  -0.30451    0.83865   -0.20754
  0.42492    0.013646  -0.14241   -0.046345  -0.38608    0.40783
  0.40449   -0.285     -0.30277   -0.26056  ]",1
862,commando,"[-0.78785  -0.3169   -0.6366   -0.16803  -0.20216   0.66713   1.2512
  0.15159  -0.82948   1.5659    0.62202   0.44254  -0.034082  0.59766
 -0.63126   1.1062   -0.019455 -0.51243  -0.37661   0.16539   0.76488
 -0.22514   0.088082 -0.62479  -0.64989   0.84059   0.12369   0.32437
  0.52223  -0.28012  -0.38119  -0.069083 -1.0038   -0.49039   0.6196
 -0.030456 -0.51674   0.13212   1.0727   -0.023733  0.63164   0.28702
  0.65455   0.39036   0.87806   0.032384 -0.25963   0.62624  -0.065116
  0.20247  -0.90411   0.87558   0.022586  1.0561   -0.61962  -0.48539
  0.34478  -0.42946   0.60826   1.0942    0.4131    0.43042   0.55769
  0.48004   0.13995   0.21149  -0.58652   0.06009   0.073624  1.146
  0.14965  -1.5725   -0.7726   -0.27885  -0.067468  0.43103  -0.15972
  0.6105   -0.30749  -0.47238   0.16109  -0.23956   0.59796   0.56061
 -0.46352  -0.23733   0.71678  -0.36287   0.22266   0.15587   0.04403
 -0.49238  -0.12808   0.22515  -0.29214   0.068567 -0.09131  -0.068277
 -0.28812  -0.2697  ]",3
863,controller,"[-1.1287   -1.0386    0.88954  -0.81738   0.50111   0.043341 -0.15056
  0.30861   0.25646   0.41971  -0.17815  -0.18978  -0.10772   0.15542
  0.34565  -0.39902   0.0761    0.36942   0.036964  0.21384  -0.23241
 -0.73223  -0.022844 -0.67971   0.11032   0.15969   0.16681   0.22983
 -0.091393  0.064832  0.014489  1.1921    0.059198  0.30489   0.13512
  0.05971  -0.11809   0.27966   1.0681   -0.98188   0.098164 -0.57473
  0.50546   0.24588  -0.56309   0.78612  -0.40772  -0.66851  -0.080728
  0.15225  -0.39306  -0.070557 -0.15225   0.61745   0.81139  -0.65559
 -0.020617  0.27658   0.99406   0.2944    0.48509   0.117     0.018445
  0.60049  -0.33736  -1.0635   -0.54419   0.15664   0.33897   1.3971
 -0.70703   0.11158   0.81822   0.14953   0.087039 -0.43366   0.29906
  1.1058    0.059064  0.22771  -0.13094  -0.80432  -0.62421   0.24426
 -1.4838    0.092582  0.47132   0.43897   0.16022  -0.2599    0.35784
  1.1336   -0.10419   0.39168   0.83164   0.47559   0.40611  -0.3208
  0.31144  -0.96537 ]",2
864,alm,"[-0.2782    -0.92538    0.22226   -0.099722  -0.65542    0.35227
  0.49463   -0.56167    0.35718   -0.0084455  0.42199    0.038842
 -0.46042   -0.17286   -0.26904   -0.36916    0.69217   -0.013628
  0.52583    0.41401   -0.22071    0.34858   -0.43335    1.2245
 -0.45634    0.18762    0.55444    0.04243    0.067053  -0.21282
 -0.29139    0.30906    0.75016    0.47529    0.03092    0.52576
  0.2215    -0.22021    0.78644    0.49955   -0.18512   -0.15593
 -0.40475   -0.32686   -0.28645    0.0072052 -0.41224   -0.92855
 -0.061811   0.40242    0.085416   0.29048   -0.80192   -0.9857
  0.027022   0.43011    0.19287    0.59142   -0.20349    0.22978
  0.97604   -0.31744    0.19259    0.0081638 -0.56312   -0.19001
 -1.1563    -0.56585    0.19305   -0.21865   -0.25548    0.26659
 -0.88996   -0.61678    0.23764   -1.2585    -0.030869  -0.11105
  0.030893  -0.25046   -0.3172    -1.064     -0.049763   0.013147
  0.30053    0.72836    0.41445    0.15236   -0.73482    0.038688
  0.25662   -0.10554    0.04956    0.12283   -0.29059    0.54684
 -0.1199    -0.20932   -0.038963   0.037583 ]",0
865,antonieta,"[-7.0962e-02 -8.8604e-01 -3.7877e-01  2.5566e-01 -3.2331e-01 -3.4980e-01
  5.7055e-01  5.1260e-01  7.2327e-01  1.3968e-03  2.2510e-02  3.4410e-01
 -2.6003e-01  4.6746e-02 -2.8300e-01 -4.2490e-01 -4.1882e-01  3.5178e-01
 -3.3441e-01  1.2009e-01 -6.2670e-02 -7.4952e-01 -2.3313e-01  7.5076e-01
 -5.0684e-02  1.1776e-01 -3.0335e-02 -4.9815e-01 -1.7523e-01  4.1509e-01
 -1.4660e-01 -8.4532e-01  5.1250e-01 -5.1326e-01  1.7685e-01  8.2873e-02
  4.1478e-01 -1.0306e-01  5.4757e-01  2.8861e-01  4.4845e-02  4.8406e-02
  3.1149e-01  5.9374e-01 -4.9433e-01 -1.0587e-01  5.4895e-02 -5.0179e-01
 -9.4460e-02  1.5357e+00  1.1508e-01  8.0362e-01  6.5079e-01 -4.3387e-01
  4.7603e-01  3.3917e-01  2.6929e-01  6.0450e-01 -8.4802e-01 -4.9101e-01
  2.5965e-01 -9.1953e-02  1.8821e-01 -2.6121e-01 -7.1397e-01  2.7887e-01
  1.4724e-01 -2.6955e-01  4.1338e-01 -1.0441e-01  6.4560e-01  2.0018e-01
 -5.4979e-01  2.1299e-01  2.5395e-02  1.3603e-01 -1.6084e-01  2.7686e-01
 -6.0355e-02 -2.0882e-01 -5.7734e-01  2.0959e-01 -3.4083e-01 -4.1331e-02
  6.1092e-02 -6.4275e-02  1.1245e-01  2.2487e-01 -1.6329e-01 -8.6623e-01
  7.5122e-02 -3.2393e-03  1.6042e-01 -3.8202e-01  4.6493e-01  1.3379e-01
 -2.6461e-01  4.8795e-02  4.3643e-01  3.3931e-01]",0
866,bello,"[ 0.30874  -0.51473  -0.81619  -0.21759   0.10195   0.13485   0.24057
  0.37161  -0.10995   0.64899   0.29505   0.50177  -0.1834    0.9728
  0.68134  -0.39867  -0.056505  0.40518   0.11403   0.17088  -0.051799
  0.23327   0.22191   0.93771  -0.8444    0.37873  -0.094783 -0.81849
 -0.21799   0.31461  -0.663    -0.71229   0.72999   0.45419   0.28033
  0.3181    0.58538   0.5473    0.21494   0.022959 -0.58589   1.0036
 -0.085314 -0.11808  -0.19122  -0.22926   0.12439  -0.14059  -0.29847
  0.74408  -0.27768  -0.52593   0.49311   0.21054  -0.67182   0.1086
 -0.12852   0.5656   -1.109    -0.21179  -0.036603 -0.32884   0.31058
 -0.23655   0.058347 -0.20217  -0.050589  0.57038   0.75886   0.44786
  0.38786   0.65947   0.63905  -0.93765  -0.49651  -0.48529  -0.16871
 -0.20429   0.034545  0.96939   0.34542  -1.0018   -0.19046  -0.43586
  0.25284   0.55557  -0.36809  -0.23237   0.11967  -1.2108   -0.2453
  0.17545  -0.77253   0.31593  -0.31515   0.10565   0.3456    0.028235
 -0.028906  0.72272 ]",0
867,breuer,"[ 0.5991    -0.3883    -0.36035    0.084885  -0.46941   -0.36194
 -0.14705    0.20701    0.21668    0.36494    0.68451   -0.17362
 -0.35645    0.8175     0.17536    0.14719    0.18585    0.32294
 -0.46916   -0.57657    0.2663    -0.023382  -0.59584    0.0016737
 -0.035221  -0.5839     0.31944   -0.016558  -0.038471  -0.50619
  0.23971    0.0061065 -0.68386    0.31881   -0.398      0.1659
  0.25339    0.12022    0.38189   -0.19235   -0.097872  -0.060094
  0.087485   1.0143    -0.66703    0.96319    1.013     -0.53928
  0.086896  -0.31152   -0.19759   -0.79459    0.094355   0.077517
 -0.66158   -0.074153  -0.033057   0.33407   -0.28486    0.27444
  1.0096    -0.053018   0.74172    0.93278    0.12054   -0.59659
  0.30302    1.6179    -0.044137  -0.55798   -0.081303   0.45797
 -0.37608   -0.19589    0.28341   -0.18684   -0.20518   -0.062254
  0.08002   -0.1191     0.3754    -0.48132   -0.0051273  0.025688
  0.63026    0.20648   -0.55606    0.53476   -0.38126   -0.22085
  0.13721   -0.12099    0.7801     0.55908    1.1678     0.24438
 -0.049831  -0.50043   -0.40934    0.44207  ]",0
868,callas,"[ 0.68107   -0.16307    0.059347  -0.0044613 -0.47765   -0.067225
  0.19871    0.13214    0.45664    0.3367     0.25791    0.71199
 -0.67118    0.64887   -0.61779   -1.1724     0.68231    1.2307
  0.82641    0.86871   -0.28597   -0.69429   -0.15953    0.60228
  0.51844   -0.13567   -0.75885   -0.3059     0.20842   -0.0038837
 -0.43269   -0.67646    0.12988    0.71618    0.076581   0.34748
  0.49441    0.28551    0.51098   -0.75407    0.056641  -0.035285
  0.048745   0.65812    0.26815   -0.087126   0.35568   -0.70241
  0.33624    0.34471    0.22821    0.61734    0.39844   -0.094642
 -0.0050424 -0.23404    0.28485    0.10492   -0.86158    0.072827
  0.24801    0.85258    0.2108    -0.074401  -1.0025     0.050587
  0.85614    0.060824   0.064893   0.15666    0.57463    0.70713
  0.12167   -0.18621   -0.33573   -0.54712   -0.10569   -0.10651
  0.28267   -0.44976   -0.068218  -0.49283    0.93717    0.19167
 -0.63998   -0.029324  -0.22678   -0.1209    -0.57019   -0.70709
 -0.40166   -0.074439   0.17857    0.36154    0.4644     0.019853
 -0.40452   -0.11031   -0.32299    0.34007  ]",0
